#ChapterID	SentenceID	TokenID	Token	Lemma	POS
1	1	1	AT	AT	IN
1	1	81	my	my	PRP$
1	1	82	father	father	NN
1	1	83	kept	keep	VBD
1	1	84	the	the	DT
1	1	85	``	``	``
1	1	86	Admiral	Admiral	JJ
1	1	87	Benbow	Benbow	NNP
1	1	88	''	''	''
1	1	89	Inn	Inn	NNP
1	1	90	,	,	,
1	1	91	and	and	CC
1	1	92	the	the	DT
1	1	93	brown	brown	JJ
1	1	94	old	old	JJ
1	1	95	seaman	seaman	NN
1	1	96	,	,	,
1	1	97	with	with	IN
1	1	98	the	the	DT
1	1	99	saber	saber	NN
1	1	100	cut	cut	NN
1	1	101	,	,	,
1	1	102	first	first	RB
1	1	103	took	take	VBD
1	1	104	up	up	RP
1	1	105	his	his	PRP$
1	1	106	lodging	lodge	VBG
1	1	107	under	under	IN
1	1	108	our	our	PRP$
1	1	109	roof	roof	NN
1	1	110	.	.	.
1	2	1	[	[	JJ
1	2	2	Illustration	Illustration	NN
1	2	3	:	:	:
1	2	4	_I	_I	JJ
1	2	5	remember	remember	VB
1	2	6	him	him	PRP
1	2	7	as	a	IN
1	2	8	if	if	IN
1	2	9	it	it	PRP
1	2	10	were	be	VBD
1	2	11	yesterday	yesterday	NN
1	2	12	as	a	IN
1	2	13	he	he	PRP
1	2	14	came	come	VBD
1	2	15	plodding	plod	VBG
1	2	16	to	to	TO
1	2	17	the	the	DT
1	2	18	inn	inn	NN
1	2	19	door_	door_	NN
1	2	20	(	(	(
1	2	21	Page	Page	NNP
1	2	22	3	3	CD
1	2	23	)	)	)
1	2	24	]	]	NN
1	2	25	I	I	PRP
1	2	26	remember	remember	VBP
1	2	27	him	him	PRP
1	2	28	as	a	IN
1	2	29	if	if	IN
1	2	30	it	it	PRP
1	2	31	were	be	VBD
1	2	32	yesterday	yesterday	NN
1	2	33	,	,	,
1	2	34	as	a	IN
1	2	35	he	he	PRP
1	2	36	came	come	VBD
1	2	37	plodding	plod	VBG
1	2	38	to	to	TO
1	2	39	the	the	DT
1	2	40	inn	inn	NN
1	2	41	door	door	NN
1	2	42	,	,	,
1	2	43	his	his	PRP$
1	2	44	sea-chest	sea-chest	NN
1	2	45	following	follow	VBG
1	2	46	behind	behind	IN
1	2	47	him	him	PRP
1	2	48	in	in	IN
1	2	49	a	a	DT
1	2	50	hand-barrow	hand-barrow	NN
1	2	51	;	;	:
1	2	52	a	a	DT
1	2	53	tall	tall	NN
1	2	54	,	,	,
1	2	55	strong	strong	JJ
1	2	56	,	,	,
1	2	57	heavy	heavy	JJ
1	2	58	,	,	,
1	2	59	nut-brown	nut-brown	JJ
1	2	60	man	man	NN
1	2	61	;	;	:
1	2	62	his	his	PRP$
1	2	63	tarry	tarry	NN
1	2	64	pig-tail	pig-tail	JJ
1	2	65	falling	fall	VBG
1	2	66	over	over	IN
1	2	67	the	the	DT
1	2	68	shoulders	shoulder	NNS
1	2	69	of	of	IN
1	2	70	his	his	PRP$
1	2	71	soiled	soiled	JJ
1	2	72	blue	blue	JJ
1	2	73	coat	coat	NN
1	2	74	;	;	:
1	2	75	his	his	PRP$
1	2	76	hands	hand	NNS
1	2	77	ragged	rag	VBN
1	2	78	and	and	CC
1	2	79	scarred	scar	VBN
1	2	80	,	,	,
1	2	81	with	with	IN
1	2	82	black	black	JJ
1	2	83	,	,	,
1	2	84	broken	broken	JJ
1	2	85	nails	nail	NNS
1	2	86	,	,	,
1	2	87	and	and	CC
1	2	88	the	the	DT
1	2	89	saber	saber	NN
1	2	90	cut	cut	NN
1	2	91	across	across	IN
1	2	92	one	one	CD
1	2	93	cheek	cheek	NN
1	2	94	,	,	,
1	2	95	a	a	DT
1	2	96	dirty	dirty	NN
1	2	97	,	,	,
1	2	98	livid	livid	JJ
1	2	99	white	white	JJ
1	2	100	.	.	.
1	3	1	I	I	PRP
1	3	2	remember	remember	VBP
1	3	3	him	him	PRP
1	3	4	looking	look	VBG
1	3	5	round	round	IN
1	3	6	the	the	DT
1	3	7	cove	cove	NN
1	3	8	and	and	CC
1	3	9	whistling	whistle	VBG
1	3	10	to	to	TO
1	3	11	himself	himself	PRP
1	3	12	as	a	IN
1	3	13	he	he	PRP
1	3	14	did	do	VBD
1	3	15	so	so	RB
1	3	16	,	,	,
1	3	17	and	and	CC
1	3	18	then	then	RB
1	3	19	breaking	break	VBG
1	3	20	out	out	RP
1	3	21	in	in	IN
1	3	22	that	that	DT
1	3	23	old	old	JJ
1	3	24	sea-song	sea-song	JJ
1	3	25	that	that	IN
1	3	26	he	he	PRP
1	3	27	sang	sing	VBD
1	3	28	so	so	RB
1	3	29	often	often	RB
1	3	30	afterwards	afterwards	NNS
1	3	31	:	:	:
1	3	32	``	``	``
1	3	33	Fifteen	Fifteen	NNP
1	3	34	men	men	NNS
1	3	35	on	on	IN
1	3	36	the	the	DT
1	3	37	dead	dead	JJ
1	3	38	man	man	NN
1	3	39	's	's	POS
1	3	40	chest	chest	JJS
1	3	41	,	,	,
1	3	42	Yo-ho-ho	Yo-ho-ho	NNP
1	3	43	and	and	CC
1	3	44	a	a	DT
1	3	45	bottle	bottle	NN
1	3	46	of	of	IN
1	3	47	rum	rum	NN
1	3	48	!	!	.
1	3	49	''	''	''
1	4	1	in	in	IN
1	4	2	the	the	DT
1	4	3	high	high	JJ
1	4	4	,	,	,
1	4	5	old	old	JJ
1	4	6	tottering	tottering	NN
1	4	7	voice	voice	NN
1	4	8	that	that	WDT
1	4	9	seemed	seem	VBD
1	4	10	to	to	TO
1	4	11	have	have	VB
1	4	12	been	be	VBN
1	4	13	tuned	tune	VBN
1	4	14	and	and	CC
1	4	15	broken	break	VBN
1	4	16	at	at	IN
1	4	17	the	the	DT
1	4	18	capstan	capstan	NN
1	4	19	bars	bar	NNS
1	4	20	.	.	.
1	5	1	Then	Then	RB
1	5	2	he	he	PRP
1	5	3	rapped	rap	VBD
1	5	4	on	on	IN
1	5	5	the	the	DT
1	5	6	door	door	NN
1	5	7	with	with	IN
1	5	8	a	a	DT
1	5	9	bit	bit	NN
1	5	10	of	of	IN
1	5	11	stick	stick	NN
1	5	12	like	like	IN
1	5	13	a	a	DT
1	5	14	handspike	handspike	NN
1	5	15	that	that	IN
1	5	16	he	he	PRP
1	5	17	carried	carry	VBD
1	5	18	,	,	,
1	5	19	and	and	CC
1	5	20	when	when	WRB
1	5	21	my	my	PRP$
1	5	22	father	father	NN
1	5	23	appeared	appear	VBD
1	5	24	,	,	,
1	5	25	called	call	VBN
1	5	26	roughly	roughly	RB
1	5	27	for	for	IN
1	5	28	a	a	DT
1	5	29	glass	glass	NN
1	5	30	of	of	IN
1	5	31	rum	rum	NN
1	5	32	.	.	.
1	6	1	This	This	DT
1	6	2	,	,	,
1	6	3	when	when	WRB
1	6	4	it	it	PRP
1	6	5	was	be	VBD
1	6	6	brought	bring	VBN
1	6	7	to	to	TO
1	6	8	him	him	PRP
1	6	9	,	,	,
1	6	10	he	he	PRP
1	6	11	drank	drink	VBD
1	6	12	slowly	slowly	RB
1	6	13	,	,	,
1	6	14	like	like	IN
1	6	15	a	a	DT
1	6	16	connoisseur	connoisseur	NN
1	6	17	,	,	,
1	6	18	lingering	linger	VBG
1	6	19	on	on	IN
1	6	20	the	the	DT
1	6	21	taste	taste	NN
1	6	22	,	,	,
1	6	23	and	and	CC
1	6	24	still	still	RB
1	6	25	looking	look	VBG
1	6	26	about	about	IN
1	6	27	him	him	PRP
1	6	28	at	at	IN
1	6	29	the	the	DT
1	6	30	cliffs	cliff	NNS
1	6	31	and	and	CC
1	6	32	up	up	RB
1	6	33	at	at	IN
1	6	34	our	our	PRP$
1	6	35	signboard	signboard	NN
1	6	36	.	.	.
1	7	1	``	``	``
1	7	2	This	This	DT
1	7	3	is	be	VBZ
1	7	4	a	a	DT
1	7	5	handy	handy	JJ
1	7	6	cove	cove	NN
1	7	7	,	,	,
1	7	8	''	''	''
1	7	9	says	say	VBZ
1	7	10	he	he	PRP
1	7	11	,	,	,
1	7	12	at	at	IN
1	7	13	length	length	NN
1	7	14	;	;	:
1	7	15	``	``	``
1	7	16	and	and	CC
1	7	17	a	a	DT
1	7	18	pleasant	pleasant	JJ
1	7	19	sittyated	sittyated	VBN
1	7	20	grog-shop	grog-shop	NN
1	7	21	.	.	.
1	8	1	Much	Much	JJ
1	8	2	company	company	NN
1	8	3	,	,	,
1	8	4	mate	mate	NN
1	8	5	?	?	.
1	8	6	''	''	''
1	9	1	My	My	PRP$
1	9	2	father	father	NN
1	9	3	told	tell	VBD
1	9	4	him	him	PRP
1	9	5	no	no	RB
1	9	6	,	,	,
1	9	7	very	very	RB
1	9	8	little	little	JJ
1	9	9	company	company	NN
1	9	10	,	,	,
1	9	11	the	the	DT
1	9	12	more	more	RBR
1	9	13	was	be	VBD
1	9	14	the	the	DT
1	9	15	pity	pity	NN
1	9	16	.	.	.
1	10	1	``	``	``
1	10	2	Well	Well	RB
1	10	3	,	,	,
1	10	4	then	then	RB
1	10	5	,	,	,
1	10	6	''	''	''
1	10	7	said	say	VBD
1	10	8	he	he	PRP
1	10	9	,	,	,
1	10	10	``	``	``
1	10	11	this	this	DT
1	10	12	is	be	VBZ
1	10	13	the	the	DT
1	10	14	berth	berth	NN
1	10	15	for	for	IN
1	10	16	me	me	PRP
1	10	17	.	.	.
1	11	1	Here	Here	RB
1	11	2	you	you	PRP
1	11	3	,	,	,
1	11	4	matey	matey	FW
1	11	5	,	,	,
1	11	6	''	''	''
1	11	7	he	he	PRP
1	11	8	cried	cry	VBD
1	11	9	to	to	TO
1	11	10	the	the	DT
1	11	11	man	man	NN
1	11	12	who	who	WP
1	11	13	trundled	trundle	VBD
1	11	14	the	the	DT
1	11	15	barrow	barrow	NN
1	11	16	;	;	:
1	11	17	``	``	``
1	11	18	bring	bring	VB
1	11	19	up	up	RP
1	11	20	alongside	alongside	RB
1	11	21	and	and	CC
1	11	22	help	help	VB
1	11	23	up	up	RP
1	11	24	my	my	PRP$
1	11	25	chest	chest	NN
1	11	26	.	.	.
1	12	1	I	I	PRP
1	12	2	'll	'll	MD
1	12	3	stay	stay	VB
1	12	4	here	here	RB
1	12	5	a	a	DT
1	12	6	bit	bit	NN
1	12	7	,	,	,
1	12	8	''	''	''
1	12	9	he	he	PRP
1	12	10	continued	continue	VBD
1	12	11	.	.	.
1	13	1	``	``	``
1	13	2	I	I	PRP
1	13	3	'm	'm	VBP
1	13	4	a	a	DT
1	13	5	plain	plain	NN
1	13	6	man	man	NN
1	13	7	;	;	:
1	13	8	rum	rum	NN
1	13	9	and	and	CC
1	13	10	bacon	bacon	NN
1	13	11	and	and	CC
1	13	12	eggs	egg	NN
1	13	13	is	be	VBZ
1	13	14	what	what	WP
1	13	15	I	I	PRP
1	13	16	want	want	VBP
1	13	17	,	,	,
1	13	18	and	and	CC
1	13	19	that	that	IN
1	13	20	head	head	VBP
1	13	21	up	up	IN
1	13	22	there	there	RB
1	13	23	for	for	IN
1	13	24	to	to	TO
1	13	25	watch	watch	VB
1	13	26	ships	ship	NNS
1	13	27	off	off	RP
1	13	28	.	.	.
1	14	1	What	What	WP
1	14	2	you	you	PRP
1	14	3	mought	mought	VBP
1	14	4	call	call	VB
1	14	5	me	me	PRP
1	14	6	?	?	.
1	15	1	You	You	PRP
1	15	2	mought	mought	VBP
1	15	3	call	call	VB
1	15	4	me	me	PRP
1	15	5	captain	captain	NN
1	15	6	.	.	.
1	16	1	Oh	Oh	UH
1	16	2	,	,	,
1	16	3	I	I	PRP
1	16	4	see	see	VBP
1	16	5	what	what	WP
1	16	6	you	you	PRP
1	16	7	're	're	VBP
1	16	8	at	at	IN
1	16	9	--	--	:
1	16	10	there	there	EX
1	16	11	''	''	''
1	16	12	;	;	:
1	16	13	and	and	CC
1	16	14	he	he	PRP
1	16	15	threw	throw	VBD
1	16	16	down	down	RP
1	16	17	three	three	CD
1	16	18	or	or	CC
1	16	19	four	four	CD
1	16	20	gold	gold	NN
1	16	21	pieces	piece	NNS
1	16	22	on	on	IN
1	16	23	the	the	DT
1	16	24	threshold	threshold	NN
1	16	25	.	.	.
1	17	1	``	``	``
1	17	2	You	You	PRP
1	17	3	can	can	MD
1	17	4	tell	tell	VB
1	17	5	me	me	PRP
1	17	6	when	when	WRB
1	17	7	I	I	PRP
1	17	8	've	've	VBP
1	17	9	worked	work	VBN
1	17	10	through	through	IN
1	17	11	that	that	DT
1	17	12	,	,	,
1	17	13	''	''	''
1	17	14	said	say	VBD
1	17	15	he	he	PRP
1	17	16	,	,	,
1	17	17	looking	look	VBG
1	17	18	as	as	RB
1	17	19	fierce	fierce	NN
1	17	20	as	a	IN
1	17	21	a	a	DT
1	17	22	commander	commander	NN
1	17	23	.	.	.
1	18	1	And	And	CC
1	18	2	,	,	,
1	18	3	indeed	indeed	RB
1	18	4	,	,	,
1	18	5	bad	bad	JJ
1	18	6	as	a	IN
1	18	7	his	his	PRP$
1	18	8	clothes	clothes	NNS
1	18	9	were	be	VBD
1	18	10	,	,	,
1	18	11	and	and	CC
1	18	12	coarsely	coarsely	RB
1	18	13	as	a	IN
1	18	14	he	he	PRP
1	18	15	spoke	speak	VBD
1	18	16	,	,	,
1	18	17	he	he	PRP
1	18	18	had	have	VBD
1	18	19	none	none	NN
1	18	20	of	of	IN
1	18	21	the	the	DT
1	18	22	appearance	appearance	NN
1	18	23	of	of	IN
1	18	24	a	a	DT
1	18	25	man	man	NN
1	18	26	who	who	WP
1	18	27	sailed	sail	VBD
1	18	28	before	before	IN
1	18	29	the	the	DT
1	18	30	mast	mast	NN
1	18	31	,	,	,
1	18	32	but	but	CC
1	18	33	seemed	seem	VBD
1	18	34	like	like	IN
1	18	35	a	a	DT
1	18	36	mate	mate	NN
1	18	37	or	or	CC
1	18	38	skipper	skipper	NN
1	18	39	,	,	,
1	18	40	accustomed	accustom	VBD
1	18	41	to	to	TO
1	18	42	be	be	VB
1	18	43	obeyed	obey	VBN
1	18	44	or	or	CC
1	18	45	to	to	TO
1	18	46	strike	strike	VB
1	18	47	.	.	.
1	19	1	The	The	DT
1	19	2	man	man	NN
1	19	3	who	who	WP
1	19	4	came	come	VBD
1	19	5	with	with	IN
1	19	6	the	the	DT
1	19	7	barrow	barrow	NN
1	19	8	told	tell	VBD
1	19	9	us	u	PRP
1	19	10	the	the	DT
1	19	11	mail	mail	NN
1	19	12	had	have	VBD
1	19	13	set	set	VBN
1	19	14	him	him	PRP
1	19	15	down	down	RP
1	19	16	the	the	DT
1	19	17	morning	morning	NN
1	19	18	before	before	IN
1	19	19	at	at	IN
1	19	20	the	the	DT
1	19	21	``	``	``
1	19	22	Royal	Royal	NNP
1	19	23	George	George	NNP
1	19	24	''	''	''
1	19	25	;	;	:
1	19	26	that	that	IN
1	19	27	he	he	PRP
1	19	28	had	have	VBD
1	19	29	inquired	inquire	VBN
1	19	30	what	what	WP
1	19	31	inns	inn	NN
1	19	32	there	there	EX
1	19	33	were	be	VBD
1	19	34	along	along	IN
1	19	35	the	the	DT
1	19	36	coast	coast	NN
1	19	37	,	,	,
1	19	38	and	and	CC
1	19	39	hearing	hearing	NN
1	19	40	ours	ours	NNS
1	19	41	well	well	RB
1	19	42	spoken	spoken	NNS
1	19	43	of	of	IN
1	19	44	,	,	,
1	19	45	I	I	PRP
1	19	46	suppose	suppose	VBP
1	19	47	,	,	,
1	19	48	and	and	CC
1	19	49	described	describe	VBD
1	19	50	as	a	IN
1	19	51	lonely	lonely	RB
1	19	52	,	,	,
1	19	53	had	have	VBD
1	19	54	chosen	choose	VBN
1	19	55	it	it	PRP
1	19	56	from	from	IN
1	19	57	the	the	DT
1	19	58	others	others	NNS
1	19	59	for	for	IN
1	19	60	his	his	PRP$
1	19	61	place	place	NN
1	19	62	of	of	IN
1	19	63	residence	residence	NN
1	19	64	.	.	.
1	20	1	And	And	CC
1	20	2	that	that	DT
1	20	3	was	be	VBD
1	20	4	all	all	DT
1	20	5	we	we	PRP
1	20	6	could	could	MD
1	20	7	learn	learn	VB
1	20	8	of	of	IN
1	20	9	our	our	PRP$
1	20	10	guest	guest	NN
1	20	11	.	.	.
1	21	1	He	He	PRP
1	21	2	was	be	VBD
1	21	3	a	a	DT
1	21	4	very	very	RB
1	21	5	silent	silent	JJ
1	21	6	man	man	NN
1	21	7	by	by	IN
1	21	8	custom	custom	NN
1	21	9	.	.	.
1	22	1	All	All	DT
1	22	2	day	day	NN
1	22	3	he	he	PRP
1	22	4	hung	hang	VBD
1	22	5	round	round	VB
1	22	6	the	the	DT
1	22	7	cove	cove	NN
1	22	8	,	,	,
1	22	9	or	or	CC
1	22	10	upon	upon	IN
1	22	11	the	the	DT
1	22	12	cliffs	cliff	NNS
1	22	13	,	,	,
1	22	14	with	with	IN
1	22	15	a	a	DT
1	22	16	brass	brass	NN
1	22	17	telescope	telescope	NN
1	22	18	;	;	:
1	22	19	all	all	DT
1	22	20	evening	evening	NN
1	22	21	he	he	PRP
1	22	22	sat	sit	VBD
1	22	23	in	in	IN
1	22	24	a	a	DT
1	22	25	corner	corner	NN
1	22	26	of	of	IN
1	22	27	the	the	DT
1	22	28	parlor	parlor	NN
1	22	29	next	next	IN
1	22	30	the	the	DT
1	22	31	fire	fire	NN
1	22	32	,	,	,
1	22	33	and	and	CC
1	22	34	drank	drank	NN
1	22	35	rum	rum	NN
1	22	36	and	and	CC
1	22	37	water	water	NN
1	22	38	very	very	RB
1	22	39	strong	strong	JJ
1	22	40	.	.	.
1	23	1	Mostly	Mostly	RB
1	23	2	he	he	PRP
1	23	3	would	would	MD
1	23	4	not	not	RB
1	23	5	speak	speak	VB
1	23	6	when	when	WRB
1	23	7	spoken	speak	VBN
1	23	8	to	to	TO
1	23	9	;	;	:
1	23	10	only	only	RB
1	23	11	look	look	VBP
1	23	12	up	up	RP
1	23	13	sudden	sudden	JJ
1	23	14	and	and	CC
1	23	15	fierce	fierce	JJ
1	23	16	,	,	,
1	23	17	and	and	CC
1	23	18	blow	blow	NN
1	23	19	through	through	IN
1	23	20	his	his	PRP$
1	23	21	nose	nose	NN
1	23	22	like	like	IN
1	23	23	a	a	DT
1	23	24	fog-horn	fog-horn	JJ
1	23	25	;	;	:
1	23	26	and	and	CC
1	23	27	we	we	PRP
1	23	28	and	and	CC
1	23	29	the	the	DT
1	23	30	people	people	NNS
1	23	31	who	who	WP
1	23	32	came	come	VBD
1	23	33	about	about	IN
1	23	34	our	our	PRP$
1	23	35	house	house	NN
1	23	36	soon	soon	RB
1	23	37	learned	learn	VBD
1	23	38	to	to	TO
1	23	39	let	let	VB
1	23	40	him	him	PRP
1	23	41	be	be	VB
1	23	42	.	.	.
1	24	1	Every	Every	DT
1	24	2	day	day	NN
1	24	3	,	,	,
1	24	4	when	when	WRB
1	24	5	he	he	PRP
1	24	6	came	come	VBD
1	24	7	back	back	RB
1	24	8	from	from	IN
1	24	9	his	his	PRP$
1	24	10	stroll	stroll	NN
1	24	11	,	,	,
1	24	12	he	he	PRP
1	24	13	would	would	MD
1	24	14	ask	ask	VB
1	24	15	if	if	IN
1	24	16	any	any	DT
1	24	17	seafaring	seafaring	VBG
1	24	18	men	men	NNS
1	24	19	had	have	VBD
1	24	20	gone	go	VBN
1	24	21	by	by	IN
1	24	22	along	along	IN
1	24	23	the	the	DT
1	24	24	road	road	NN
1	24	25	.	.	.
1	25	1	At	At	IN
1	25	2	first	first	JJ
1	25	3	we	we	PRP
1	25	4	thought	think	VBD
1	25	5	it	it	PRP
1	25	6	was	be	VBD
1	25	7	the	the	DT
1	25	8	want	want	NN
1	25	9	of	of	IN
1	25	10	company	company	NN
1	25	11	of	of	IN
1	25	12	his	his	PRP$
1	25	13	own	own	JJ
1	25	14	kind	kind	NN
1	25	15	that	that	WDT
1	25	16	made	make	VBD
1	25	17	him	him	PRP
1	25	18	ask	ask	VB
1	25	19	this	this	DT
1	25	20	question	question	NN
1	25	21	;	;	:
1	25	22	but	but	CC
1	25	23	at	at	IN
1	25	24	last	last	JJ
1	25	25	we	we	PRP
1	25	26	began	begin	VBD
1	25	27	to	to	TO
1	25	28	see	see	VB
1	25	29	he	he	PRP
1	25	30	was	be	VBD
1	25	31	desirous	desirous	JJ
1	25	32	to	to	TO
1	25	33	avoid	avoid	VB
1	25	34	them	them	PRP
1	25	35	.	.	.
1	26	1	When	When	WRB
1	26	2	a	a	DT
1	26	3	seaman	seaman	NN
1	26	4	put	put	VBD
1	26	5	up	up	RP
1	26	6	at	at	IN
1	26	7	the	the	DT
1	26	8	``	``	``
1	26	9	Admiral	Admiral	JJ
1	26	10	Benbow	Benbow	NNP
1	26	11	''	''	''
1	26	12	(	(	(
1	26	13	as	a	IN
1	26	14	now	now	RB
1	26	15	and	and	CC
1	26	16	then	then	RB
1	26	17	some	some	DT
1	26	18	did	do	VBD
1	26	19	,	,	,
1	26	20	making	make	VBG
1	26	21	by	by	IN
1	26	22	the	the	DT
1	26	23	coast	coast	NN
1	26	24	road	road	NN
1	26	25	for	for	IN
1	26	26	Bristol	Bristol	NNP
1	26	27	)	)	)
1	26	28	,	,	,
1	26	29	he	he	PRP
1	26	30	would	would	MD
1	26	31	look	look	VB
1	26	32	in	in	IN
1	26	33	at	at	IN
1	26	34	him	him	PRP
1	26	35	through	through	IN
1	26	36	the	the	DT
1	26	37	curtained	curtained	JJ
1	26	38	door	door	NN
1	26	39	before	before	IN
1	26	40	he	he	PRP
1	26	41	entered	enter	VBD
1	26	42	the	the	DT
1	26	43	parlor	parlor	NN
1	26	44	;	;	:
1	26	45	and	and	CC
1	26	46	he	he	PRP
1	26	47	was	be	VBD
1	26	48	always	always	RB
1	26	49	sure	sure	JJ
1	26	50	to	to	TO
1	26	51	be	be	VB
1	26	52	as	as	RB
1	26	53	silent	silent	JJ
1	26	54	as	a	IN
1	26	55	a	a	DT
1	26	56	mouse	mouse	NN
1	26	57	when	when	WRB
1	26	58	any	any	DT
1	26	59	such	such	JJ
1	26	60	was	be	VBD
1	26	61	present	present	JJ
1	26	62	.	.	.
1	27	1	For	For	IN
1	27	2	me	me	PRP
1	27	3	,	,	,
1	27	4	at	at	IN
1	27	5	least	least	JJS
1	27	6	,	,	,
1	27	7	there	there	EX
1	27	8	was	be	VBD
1	27	9	no	no	DT
1	27	10	secret	secret	JJ
1	27	11	about	about	IN
1	27	12	the	the	DT
1	27	13	matter	matter	NN
1	27	14	;	;	:
1	27	15	for	for	IN
1	27	16	I	I	PRP
1	27	17	was	be	VBD
1	27	18	,	,	,
1	27	19	in	in	IN
1	27	20	a	a	DT
1	27	21	way	way	NN
1	27	22	,	,	,
1	27	23	a	a	DT
1	27	24	sharer	sharer	NN
1	27	25	in	in	IN
1	27	26	his	his	PRP$
1	27	27	alarms	alarm	NNS
1	27	28	.	.	.
1	28	1	He	He	PRP
1	28	2	had	have	VBD
1	28	3	taken	take	VBN
1	28	4	me	me	PRP
1	28	5	aside	aside	JJ
1	28	6	one	one	CD
1	28	7	day	day	NN
1	28	8	and	and	CC
1	28	9	promised	promise	VBD
1	28	10	me	me	PRP
1	28	11	a	a	DT
1	28	12	silver	silver	JJ
1	28	13	fourpenny	fourpenny	NN
1	28	14	on	on	IN
1	28	15	the	the	DT
1	28	16	first	first	JJ
1	28	17	of	of	IN
1	28	18	every	every	DT
1	28	19	month	month	NN
1	28	20	if	if	IN
1	28	21	I	I	PRP
1	28	22	would	would	MD
1	28	23	only	only	RB
1	28	24	keep	keep	VB
1	28	25	my	my	PRP$
1	28	26	``	``	``
1	28	27	weather	weather	PRP$
1	28	28	eye	eye	NN
1	28	29	open	open	JJ
1	28	30	for	for	IN
1	28	31	a	a	DT
1	28	32	seafaring	seafaring	VBG
1	28	33	man	man	NN
1	28	34	with	with	IN
1	28	35	one	one	CD
1	28	36	leg	leg	NN
1	28	37	,	,	,
1	28	38	''	''	''
1	28	39	and	and	CC
1	28	40	let	let	VB
1	28	41	him	him	PRP
1	28	42	know	know	VB
1	28	43	the	the	DT
1	28	44	moment	moment	NN
1	28	45	he	he	PRP
1	28	46	appeared	appear	VBD
1	28	47	.	.	.
1	29	1	Often	Often	RB
1	29	2	enough	enough	RB
1	29	3	when	when	WRB
1	29	4	the	the	DT
1	29	5	first	first	JJ
1	29	6	of	of	IN
1	29	7	the	the	DT
1	29	8	month	month	NN
1	29	9	came	come	VBD
1	29	10	round	round	NN
1	29	11	,	,	,
1	29	12	and	and	CC
1	29	13	I	I	PRP
1	29	14	applied	apply	VBD
1	29	15	to	to	TO
1	29	16	him	him	PRP
1	29	17	for	for	IN
1	29	18	my	my	PRP$
1	29	19	wage	wage	NN
1	29	20	,	,	,
1	29	21	he	he	PRP
1	29	22	would	would	MD
1	29	23	only	only	RB
1	29	24	blow	blow	VB
1	29	25	through	through	IN
1	29	26	his	his	PRP$
1	29	27	nose	nose	NN
1	29	28	at	at	IN
1	29	29	me	me	PRP
1	29	30	,	,	,
1	29	31	and	and	CC
1	29	32	stare	stare	VB
1	29	33	me	me	PRP
1	29	34	down	down	RP
1	29	35	;	;	:
1	29	36	but	but	CC
1	29	37	before	before	IN
1	29	38	the	the	DT
1	29	39	week	week	NN
1	29	40	was	be	VBD
1	29	41	out	out	IN
1	29	42	he	he	PRP
1	29	43	was	be	VBD
1	29	44	sure	sure	JJ
1	29	45	to	to	TO
1	29	46	think	think	VB
1	29	47	better	good	JJR
1	29	48	of	of	IN
1	29	49	it	it	PRP
1	29	50	,	,	,
