#ChapterID	SentenceID	TokenID	Token	Lemma	POS
1	36	16	overcame	overcome	VBD
1	36	17	him	him	PRP
1	36	18	.	.	.
1	37	1	In	In	IN
1	37	2	the	the	DT
1	37	3	middle	middle	NN
1	37	4	of	of	IN
1	37	5	the	the	DT
1	37	6	scar	scar	NN
1	37	7	he	he	PRP
1	37	8	stood	stand	VBD
1	37	9	on	on	IN
1	37	10	his	his	PRP$
1	37	11	head	head	NN
1	37	12	and	and	CC
1	37	13	grinned	grin	VBN
1	37	14	at	at	IN
1	37	15	the	the	DT
1	37	16	reversed	reversed	JJ
1	37	17	fat	fat	NN
1	37	18	boy	boy	NN
1	37	19	.	.	.
1	38	1	``	``	``
1	38	2	No	No	DT
1	38	3	grownups	grownup	NN
1	38	4	!	!	.
1	38	5	''	''	''
1	39	1	The	The	DT
1	39	2	fat	fat	JJ
1	39	3	boy	boy	NN
1	39	4	thought	thought	NN
1	39	5	for	for	IN
1	39	6	a	a	DT
1	39	7	moment	moment	NN
1	39	8	.	.	.
1	40	1	``	``	``
1	40	2	That	That	DT
1	40	3	pilot	pilot	NN
1	40	4	.	.	.
1	40	5	''	''	''
1	41	1	The	The	DT
1	41	2	fair	fair	JJ
1	41	3	boy	boy	NN
1	41	4	allowed	allow	VBD
1	41	5	his	his	PRP$
1	41	6	feet	foot	NNS
1	41	7	to	to	TO
1	41	8	come	come	VB
1	41	9	down	down	RP
1	41	10	and	and	CC
1	41	11	sat	sit	VB
1	41	12	on	on	IN
1	41	13	the	the	DT
1	41	14	steamy	steamy	JJ
1	41	15	earth	earth	NN
1	41	16	.	.	.
1	42	1	``	``	``
1	42	2	He	He	PRP
1	42	3	must	must	MD
1	42	4	have	have	VB
1	42	5	flown	fly	VBN
1	42	6	off	off	RP
1	42	7	after	after	IN
1	42	8	he	he	PRP
1	42	9	dropped	drop	VBD
1	42	10	us	u	PRP
1	42	11	.	.	.
1	43	1	He	He	PRP
1	43	2	could	could	MD
1	43	3	n't	n't	RB
1	43	4	land	land	VB
1	43	5	here	here	RB
1	43	6	.	.	.
1	44	1	Not	Not	RB
1	44	2	in	in	IN
1	44	3	a	a	DT
1	44	4	place	place	NN
1	44	5	with	with	IN
1	44	6	wheels	wheel	NNS
1	44	7	.	.	.
1	44	8	''	''	''
1	45	1	``	``	``
1	45	2	We	We	PRP
1	45	3	was	be	VBD
1	45	4	attacked	attack	VBN
1	45	5	!	!	.
1	45	6	''	''	''
1	46	1	``	``	``
1	46	2	He	He	PRP
1	46	3	'll	'll	MD
1	46	4	be	be	VB
1	46	5	back	back	RB
1	46	6	all	all	DT
1	46	7	right	right	NN
1	46	8	.	.	.
1	46	9	''	''	''
1	47	1	The	The	DT
1	47	2	fat	fat	JJ
1	47	3	boy	boy	NN
1	47	4	shook	shake	VBD
1	47	5	his	his	PRP$
1	47	6	head	head	NN
1	47	7	.	.	.
1	48	1	``	``	``
1	48	2	When	When	WRB
1	48	3	we	we	PRP
1	48	4	was	be	VBD
1	48	5	coming	come	VBG
1	48	6	down	down	RP
1	48	7	I	I	PRP
1	48	8	looked	look	VBD
1	48	9	through	through	IN
1	48	10	one	one	CD
1	48	11	of	of	IN
1	48	12	them	them	PRP
1	48	13	windows	window	NNS
1	48	14	.	.	.
1	49	1	I	I	PRP
1	49	2	saw	saw	VBD
1	49	3	the	the	DT
1	49	4	other	other	JJ
1	49	5	part	part	NN
1	49	6	of	of	IN
1	49	7	the	the	DT
1	49	8	plane	plane	NN
1	49	9	.	.	.
1	50	1	There	There	EX
1	50	2	were	be	VBD
1	50	3	flames	flame	NNS
1	50	4	coming	come	VBG
1	50	5	out	out	IN
1	50	6	of	of	IN
1	50	7	it	it	PRP
1	50	8	.	.	.
1	50	9	''	''	''
1	51	1	He	He	PRP
1	51	2	looked	look	VBD
1	51	3	up	up	RB
1	51	4	and	and	CC
1	51	5	down	down	IN
1	51	6	the	the	DT
1	51	7	scar	scar	NN
1	51	8	.	.	.
1	52	1	``	``	``
1	52	2	And	And	CC
1	52	3	this	this	DT
1	52	4	is	be	VBZ
1	52	5	what	what	WP
1	52	6	the	the	DT
1	52	7	cabin	cabin	NN
1	52	8	done	do	VBN
1	52	9	.	.	.
1	52	10	''	''	''
1	53	1	The	The	DT
1	53	2	fair	fair	JJ
1	53	3	boy	boy	NN
1	53	4	reached	reach	VBD
1	53	5	out	out	RP
1	53	6	and	and	CC
1	53	7	touched	touch	VBD
1	53	8	the	the	DT
1	53	9	jagged	jagged	JJ
1	53	10	end	end	NN
1	53	11	of	of	IN
1	53	12	a	a	DT
1	53	13	trunk	trunk	NN
1	53	14	.	.	.
1	54	1	For	For	IN
1	54	2	a	a	DT
1	54	3	moment	moment	NN
1	54	4	he	he	PRP
1	54	5	looked	look	VBD
1	54	6	interested	interested	JJ
1	54	7	.	.	.
1	55	1	``	``	``
1	55	2	What	What	WP
1	55	3	happened	happen	VBD
1	55	4	to	to	TO
1	55	5	it	it	PRP
1	55	6	?	?	.
1	55	7	''	''	''
1	56	1	he	he	PRP
1	56	2	asked	ask	VBD
1	56	3	.	.	.
1	57	1	``	``	``
1	57	2	Where	Where	WRB
1	57	3	's	's	VBZ
1	57	4	it	it	PRP
1	57	5	got	get	VBD
1	57	6	to	to	TO
1	57	7	now	now	RB
1	57	8	?	?	.
1	57	9	''	''	''
1	58	1	``	``	``
1	58	2	That	That	DT
1	58	3	storm	storm	NN
1	58	4	dragged	drag	VBD
1	58	5	it	it	PRP
1	58	6	out	out	RP
1	58	7	to	to	TO
1	58	8	sea	sea	NN
1	58	9	.	.	.
1	59	1	It	It	PRP
1	59	2	was	be	VBD
1	59	3	n't	n't	RB
1	59	4	half	half	RB
1	59	5	dangerous	dangerous	JJ
1	59	6	with	with	IN
1	59	7	all	all	DT
1	59	8	them	them	PRP
1	59	9	tree	tree	VBP
1	59	10	trunks	trunk	NNS
1	59	11	falling	fall	VBG
1	59	12	.	.	.
1	60	1	There	There	EX
1	60	2	must	must	MD
1	60	3	have	have	VB
1	60	4	been	be	VBN
1	60	5	some	some	DT
1	60	6	kids	kid	NNS
1	60	7	still	still	RB
1	60	8	in	in	IN
1	60	9	it	it	PRP
1	60	10	.	.	.
1	60	11	''	''	''
1	61	1	He	He	PRP
1	61	2	hesitated	hesitate	VBD
1	61	3	for	for	IN
1	61	4	a	a	DT
1	61	5	moment	moment	NN
1	61	6	,	,	,
1	61	7	then	then	RB
1	61	8	spoke	speak	VBD
1	61	9	again	again	RB
1	61	10	.	.	.
1	62	1	``	``	``
1	62	2	What	What	WP
1	62	3	's	's	VBZ
1	62	4	your	your	PRP$
1	62	5	name	name	NN
1	62	6	?	?	.
1	62	7	''	''	''
1	63	1	``	``	``
1	63	2	Ralph	Ralph	NNP
1	63	3	.	.	.
1	63	4	''	''	''
1	64	1	The	The	DT
1	64	2	fat	fat	JJ
1	64	3	boy	boy	NN
1	64	4	waited	wait	VBD
1	64	5	to	to	TO
1	64	6	be	be	VB
1	64	7	asked	ask	VBN
1	64	8	his	his	PRP$
1	64	9	name	name	NN
1	64	10	in	in	IN
1	64	11	turn	turn	NN
1	64	12	but	but	CC
1	64	13	this	this	DT
1	64	14	proffer	proffer	NN
1	64	15	of	of	IN
1	64	16	acquaintance	acquaintance	NN
1	64	17	was	be	VBD
1	64	18	not	not	RB
1	64	19	made	make	VBN
1	64	20	;	;	:
1	64	21	the	the	DT
1	64	22	fair	fair	JJ
1	64	23	boy	boy	NN
1	64	24	called	call	VBN
1	64	25	Ralph	Ralph	NNP
1	64	26	smiled	smile	VBD
1	64	27	vaguely	vaguely	RB
1	64	28	,	,	,
1	64	29	stood	stand	VBD
1	64	30	up	up	RP
1	64	31	,	,	,
1	64	32	and	and	CC
1	64	33	began	begin	VBD
1	64	34	to	to	TO
1	64	35	make	make	VB
1	64	36	his	his	PRP$
1	64	37	way	way	NN
1	64	38	once	once	RB
1	64	39	more	more	RBR
1	64	40	toward	toward	IN
1	64	41	the	the	DT
1	64	42	lagoon	lagoon	NN
1	64	43	.	.	.
1	65	1	The	The	DT
1	65	2	fat	fat	JJ
1	65	3	boy	boy	NN
1	65	4	hung	hang	VBD
1	65	5	steadily	steadily	RB
1	65	6	at	at	IN
1	65	7	his	his	PRP$
1	65	8	shoulder	shoulder	NN
1	65	9	.	.	.
1	66	1	``	``	``
1	66	2	I	I	PRP
1	66	3	expect	expect	VBP
1	66	4	there	there	EX
1	66	5	's	's	VBZ
1	66	6	a	a	DT
1	66	7	lot	lot	NN
1	66	8	more	more	JJR
1	66	9	of	of	IN
1	66	10	us	u	PRP
1	66	11	scattered	scatter	VBD
1	66	12	about	about	RB
1	66	13	.	.	.
1	67	1	You	You	PRP
1	67	2	have	have	VBP
1	67	3	n't	n't	RB
1	67	4	seen	see	VBN
1	67	5	any	any	DT
1	67	6	others	others	NNS
1	67	7	,	,	,
1	67	8	have	have	VBP
1	67	9	you	you	PRP
1	67	10	?	?	.
1	67	11	''	''	''
1	68	1	Ralph	Ralph	NNP
1	68	2	shook	shake	VBD
1	68	3	his	his	PRP$
1	68	4	head	head	NN
1	68	5	and	and	CC
1	68	6	increased	increase	VBD
1	68	7	his	his	PRP$
1	68	8	speed	speed	NN
1	68	9	.	.	.
1	69	1	Then	Then	RB
1	69	2	he	he	PRP
1	69	3	tripped	trip	VBD
1	69	4	over	over	RP
1	69	5	a	a	DT
1	69	6	branch	branch	NN
1	69	7	and	and	CC
1	69	8	came	come	VBD
1	69	9	down	down	RB
1	69	10	with	with	IN
1	69	11	a	a	DT
1	69	12	crash	crash	NN
1	69	13	.	.	.
1	70	1	The	The	DT
1	70	2	fat	fat	JJ
1	70	3	boy	boy	NN
1	70	4	stood	stand	VBN
1	70	5	by	by	IN
1	70	6	him	him	PRP
1	70	7	,	,	,
1	70	8	breathing	breathe	VBG
1	70	9	hard	hard	JJ
1	70	10	.	.	.
1	71	1	``	``	``
1	71	2	My	My	PRP$
1	71	3	auntie	auntie	NN
1	71	4	told	tell	VBD
1	71	5	me	me	PRP
1	71	6	not	not	RB
1	71	7	to	to	TO
1	71	8	run	run	VB
1	71	9	,	,	,
1	71	10	''	''	''
1	71	11	he	he	PRP
1	71	12	explained	explain	VBD
1	71	13	,	,	,
1	71	14	``	``	``
1	71	15	on	on	IN
1	71	16	account	account	NN
1	71	17	of	of	IN
1	71	18	my	my	PRP$
1	71	19	asthma	asthma	NN
1	71	20	.	.	.
1	71	21	''	''	''
1	72	1	``	``	``
1	72	2	Ass-mar	Ass-mar	NN
1	72	3	?	?	.
1	72	4	''	''	''
1	73	1	``	``	``
1	73	2	That	That	DT
1	73	3	's	's	VBZ
1	73	4	right	right	JJ
1	73	5	.	.	.
1	74	1	Ca	Ca	NNP
1	74	2	n't	n't	RB
1	74	3	catch	catch	VB
1	74	4	my	my	PRP$
1	74	5	breath	breath	NN
1	74	6	.	.	.
1	75	1	I	I	PRP
1	75	2	was	be	VBD
1	75	3	the	the	DT
1	75	4	only	only	JJ
1	75	5	boy	boy	NN
1	75	6	in	in	IN
1	75	7	our	our	PRP$
1	75	8	school	school	NN
1	75	9	what	what	WP
1	75	10	had	have	VBD
1	75	11	asthma	asthma	NN
1	75	12	,	,	,
1	75	13	''	''	''
1	75	14	said	say	VBD
1	75	15	the	the	DT
1	75	16	fat	fat	JJ
1	75	17	boy	boy	NN
1	75	18	with	with	IN
1	75	19	a	a	DT
1	75	20	touch	touch	NN
1	75	21	of	of	IN
1	75	22	pride	pride	NN
1	75	23	.	.	.
1	76	1	``	``	``
1	76	2	And	And	CC
1	76	3	I	I	PRP
1	76	4	've	've	VBP
1	76	5	been	be	VBN
1	76	6	wearing	wear	VBG
1	76	7	specs	spec	NN
1	76	8	since	since	IN
1	76	9	I	I	PRP
1	76	10	was	be	VBD
1	76	11	three	three	CD
1	76	12	.	.	.
1	76	13	''	''	''
1	77	1	He	He	PRP
1	77	2	took	take	VBD
1	77	3	off	off	RP
1	77	4	his	his	PRP$
1	77	5	glasses	glass	NNS
1	77	6	and	and	CC
1	77	7	held	hold	VBD
1	77	8	them	them	PRP
1	77	9	out	out	RP
1	77	10	to	to	TO
1	77	11	Ralph	Ralph	NNP
1	77	12	,	,	,
1	77	13	blinking	blinking	NN
1	77	14	and	and	CC
1	77	15	smiling	smiling	NN
1	77	16	,	,	,
1	77	17	and	and	CC
1	77	18	then	then	RB
1	77	19	started	start	VBD
1	77	20	to	to	TO
1	77	21	wipe	wipe	VB
1	77	22	them	them	PRP
1	77	23	against	against	IN
1	77	24	his	his	PRP$
1	77	25	grubby	grubby	JJ
1	77	26	wind-breaker	wind-breaker	NN
1	77	27	.	.	.
1	78	1	An	An	DT
1	78	2	expression	expression	NN
1	78	3	of	of	IN
1	78	4	pain	pain	NN
1	78	5	and	and	CC
1	78	6	inward	inward	JJ
1	78	7	concentration	concentration	NN
1	78	8	altered	alter	VBD
1	78	9	the	the	DT
1	78	10	pale	pale	JJ
1	78	11	contours	contour	NN
1	78	12	of	of	IN
1	78	13	his	his	PRP$
1	78	14	face	face	NN
1	78	15	.	.	.
1	79	1	He	He	PRP
1	79	2	smeared	smear	VBD
1	79	3	the	the	DT
1	79	4	sweat	sweat	NN
1	79	5	from	from	IN
1	79	6	his	his	PRP$
1	79	7	cheeks	cheek	NN
1	79	8	and	and	CC
1	79	9	quickly	quickly	RB
1	79	10	adjusted	adjust	VBD
1	79	11	the	the	DT
1	79	12	spectacles	spectacle	NNS
1	79	13	on	on	IN
1	79	14	his	his	PRP$
1	79	15	nose	nose	NN
1	79	16	.	.	.
1	80	1	``	``	``
1	80	2	Them	Them	NNP
1	80	3	fruit	fruit	NN
1	80	4	.	.	.
1	80	5	''	''	''
1	81	1	He	He	PRP
1	81	2	glanced	glance	VBD
1	81	3	round	round	IN
1	81	4	the	the	DT
1	81	5	scar	scar	NN
1	81	6	.	.	.
1	82	1	``	``	``
1	82	2	Them	Them	NNP
1	82	3	fruit	fruit	NN
1	82	4	,	,	,
1	82	5	''	''	''
1	82	6	he	he	PRP
1	82	7	said	say	VBD
1	82	8	,	,	,
1	82	9	``	``	``
1	82	10	I	I	PRP
1	82	11	expect	expect	VBP
1	82	12	--	--	:
1	82	13	''	''	''
1	82	14	He	He	PRP
1	82	15	put	put	VBD
1	82	16	on	on	IN
1	82	17	his	his	PRP$
1	82	18	glasses	glass	NNS
1	82	19	,	,	,
1	82	20	waded	wad	VBD
1	82	21	away	away	RB
